Company,Star Rating,Current Employee,Work Duration,Review Title,Date Posted,Job Title,Job Location,Recommend,CEO Approval,Business Outlook,Pros,Cons,Advice to Management
Meta,5.0,1,,Nice,2021-05-31,Media Operations Specialist,"Dublin, Dublin",2,2,2,top notch company to work for,nothing much against it or.,
Meta,5.0,1,,Working in FB,2021-05-27,Research Scientist,Cork,0,0,0,It has great salary and benifits,Type of work and company orientation,
Meta,5.0,1,,Best company I've ever worked for,2021-05-25,Recruiter,"Dublin, Dublin",2,2,2,"Job scope, opportunities, salaries, teams",Not much flexibility on remote work,
Meta,5.0,1,,Great company,2021-05-27,Software Engineer,"London, England",0,0,0,It has a lot of benefits,People will always ask you about support,
Meta,5.0,0,more than 3 years,The best place I've ever worked at,2021-04-20,Escalations Specialist,Singapore,2,2,2,"Salary, opportunity, benefits and being able to work for one of the most innovative companies in the world",Salary for operations is too low especially stocks referesher is ridiculous,
Meta,5.0,1,less than 1 year,Excellent people / inclusive culture,2020-08-14,Lead Counsel,"Gurgaon, Haryana",2,2,2,"People are really nice. So helpful that its almost unreal. Onboarding even during Covid times where its WFH, the people actually make time for you and are willing to help you with something that may be totally outside his / her area of expertise or JD. Being a large company, it has people from variety of religions, ethnicity, etc., etc., etc., (we cant say enough of those things). However, here it feels all the same. Being different is celebrated and welcomed. Being your own self is the way here.","The company revolves around its people. I feel that could be a downside as people leave at some point. So, its better to have set systems in place. Again, this may not be entirely possible for this company because of the pace at which it moves.",Not an advise per se but I would suggest continuing to care about your people as that is something not many employers do. It is that fact that stands out for Facebook. May be that is the reason that people love doing what they do here.
Meta,5.0,1,more than 5 years,Great place to work,2021-05-19,Enterprise Program Manager,"Dublin, Dublin",2,2,2,"Very flexible 
Lots of perks 
Fast paced",Hard to move roles when ic2 or ic4,
Meta,5.0,1,,great!,2021-05-26,Front End Web Developer,"Casablanca, Greater Casablanca",2,2,2,I am a web developer for part time.,I don't code with nodeJs,
Meta,5.0,1,,hi,2021-05-27,Student,Mumbai,0,0,0,this is a review for facebook,very nice company no cons,
Meta,5.0,1,more than 1 year,Great people and opportunities,2021-04-20,Marketing Science Partner,"London, England",2,2,2,"Access to amazing people and minds, huge focus on personal growth, great opportunities if you put your hand up and take them",Need to have a thick skin to ignore some of the public perception,
Meta,4.0,1,more than 3 years,"Great company and benefits, amazing culture",2021-03-21,Recruiter,Singapore,2,1,2,"* Great benefits, employee perks, health & wellness
* Amazing culture (big focus on diversity, lots of resources and training for managing bias, and highly collaborative environment)
* great above-market pay but ofc not as high as google's
* great focus on employee welfare because of covid","* because of the scale of FB, the roles are very much segregated into smaller parts and each role is focused on some. Not a company that let's you be a jack of all trades but you could become a master of some.
* fast environment, but since everything is internally built the internal tools and systems are not optimal and subpar to a lot of external ATS like Greenhouse",
Meta,5.0,1,more than 3 years,Amazing company,2021-05-20,Enterprise Support Technical Engineer,"London, England",2,2,2,Handled the pandemic and WFH incredibly well.,Nothing comes immediately to mind,Move fast!
Meta,3.0,0,more than 1 year,Decent place,2021-08-05,Marketing Manager,"Dublin, Dublin",0,0,0,Good pay and benefits for the role.,"Overtime is not only frequent, it's expected",
Meta,5.0,1,more than 3 years,Best place to work,2021-05-15,Anonymous Employee,Singapore,2,2,2,"Nice people, good benefits, good flexibility, great cultural, pay well","Change fast, fear of underperforming",
Meta,5.0,1,more than 5 years,Great place to work,2021-05-19,Team Leader,"Dublin, Dublin",2,2,2,Really great place to work.,"Career and time commitments, complicated work/life balance",
Meta,4.0,1,,Good,2021-08-09,Software Engineer,New Delhi,2,2,1,Good Good Good Good Good,None None None None None,
Meta,5.0,0,less than 1 year,Great,2021-05-16,Content Reviewer,"Dublin, Dublin",0,0,0,great work environment and nice place,no OT and no promotion prospect,
Meta,5.0,1,more than 1 year,Smart people and a great place to work,2021-01-25,Program Manager,"Dublin, Dublin",2,2,2,"Plenty of options to develop yourself, to learn and meet new people, there is a nice and relaxed work environment with a lot of autonomy to work the way you like, capable management who is enabling and kind and it's never boring :)","Maybe ""too relaxed"" environment for someone who like a very structured and defined way of working. It's a big company with offices on multiple locations which can make it hard to know who to reach out to, talk to, go to.",
Meta,5.0,1,more than 3 years,Amazing response during Covid,2021-04-20,Software Engineer,"London, England",2,1,2,"FB gave a fantastic response during Covid outbreak: from extra payment bonuses, to skipping performance evaluation and giving employees access to reduced working hours setup.",None really. FB has been only great.,
Meta,4.0,1,,good,2021-08-01,Accountant,Singapore,0,0,0,good mgt and amazing team and i love it,nothing bad everything is perfect come,
Meta,5.0,1,more than 1 year,Best company to work with best salary in London and lot of benefits,2021-04-24,Enterprise Engineer,"London, England",0,0,0,BFF and compensation and free food,Nothing as such. If you don’t like startup culture this might be challenging,
Meta,2.0,0,more than 3 years,"Good company, poor management (At least in Operations)",2021-04-30,Automation Developer,"Dublin, Dublin",-1,-1,1,"Good pay
Good benefits
Some really good people","Extremely poor technical upskilling
Poor management communication
Management backing only a few of there ICs, especially those who are self promoting (some with very little idea of what they are doing technically)","Learn the difference between speaking and communicating

Pay attention to your ICs

Have a general idea what your ICs do day-to-day and have a general idea of their skill level

Actually do your job responsibilities, rather than delegating them to your ICs

Take team building seriously"
Meta,5.0,1,more than 3 years,Worklife Balance,2021-05-03,Executive Assistant,"Dublin, Dublin",2,2,2,"Great work-life balance, management encourage taking PTO and rest days.",Very big company world-wide but can do better in terms of diverse hiring.,
Meta,5.0,1,more than 3 years,"Great place to work for recruiters, 100% recommend",2021-02-26,Recruiter,"Dublin, Dublin",2,1,2,"Good opportunities to learn and grow your career
Very competitive compensation
Flexibility in working hours, option to work full time remotely for some roles",Sometimes you will need to work overtime to hit your goals,Continue to focus on diversity and inclusion. Even though we've made progress we still have work to do in this space so that we are a truly inclusive company
Meta,4.0,1,more than 3 years,"Fast moving, fun, humble people",2021-01-19,Brand Manager,"Dublin, Dublin",2,2,2,"There’s no where like Facebook. I’m surrounded by talented yet friendly and humble people. The culture is strong, we have a clear mission and values. 
- Allow you to lean into your strengths and this makes work enjoyable. 
- I can make impact quickly. 
- My manger is supportive and open.
- Growth oriented, always options to learn including L&D and mentors.
- Travel was amazing when we could! 
- Incredible benefits including generous holidays, bonuses, equipment, health, parental leave.
- Best in Class review system- it’s peer led and official reviews happen twice per year.
- Inclusive culture. Lots of ERGs.

This company looked after me better than I could of dreamed during Covid. Received many supports including money and flexible working.","Negative press cycles, Facebook is in the eye of the media and much of the good for the world work isn’t covered.",Keep the company flat and allow us to move fast.
Meta,5.0,1,,Review headline,2021-05-16,Software Engineer,"London, England",0,0,0,The work you do is good,Work from home attitude not great,
Meta,5.0,1,more than 5 years,Fantastic company to work for!,2020-12-14,Diversity Program Manager,"Dublin, Dublin",2,2,2,"-The company truly cares for its employees and has a very human approach
-They encourage you to be your authentic self at work, which allows you to focus on what really matters and be more productive and happy
-Flexibility - working from home, flexible hours, flexibility to take vacation
-Awesome pay and benefits
-Job security - the company is growing and you feel like even if you make mistakes, you will have the opportunity to learn from it, be coached and grow and not get fired.","-The company now is quite big and there are more processes/bureaucracy 
-Sometimes you have to deal with politics",More diversity in leadership roles!
Meta,5.0,1,less than 1 year,Great to work,2021-05-07,Junior Software Engineer,"London, England",0,0,0,Work is good. Money is good. Colleagues are great,None that I can think of.,Great job
Meta,5.0,1,less than 1 year,I have been working in,2020-12-18,Anonymous Employee,"Agadir, Souss-Massa-Drâa",2,2,2,". Simple to Set Up & Use
. Helps You Keep in Touch
. Lets You Share Your Life
. Businesses Can Promote Their Products
. Platform for Educational Resources. It is Free For the User",". Susceptible to Large-Scale Privacy Leaks
. Addictive Qualities Negative to Users
. Bullies Can Use it To Victimise People with a Wide Spread
. It Can be Anti-Social
. Fake Profiles Can Lure the Unwary 
 . Frequent Ads Can be Tiresome & Encourage Spending","continue empowering growth in your employees via professional development and solid projects.continuing the momentum of employee engagement around issues like sustainabilility , diversity and making work meaningful excites me for the future"
Meta,5.0,1,more than 1 year,Great company to work for!,2021-05-03,Facebook,"Dublin, Dublin",2,2,2,"Community, culture, fast-moving, tech industry, career development","Reputation, performance pressure, workload, a lot of reorgs happening, management",
Meta,5.0,1,,Best company,2021-05-08,Software Developer,Chennai,-1,0,-1,Best company and best ceo,No Privacy and CEO is so robotic,Improve yourself please
Meta,5.0,1,more than 3 years,Best company ever,2021-04-28,Partner Manager,"Bogota, Cundinamarca",2,2,2,"Cares about YOU. Gives you opportunities. Inclusive, pays well and perks are top!",So far none. Excellent workplace!,Keep on caring!
Meta,4.0,1,,FB getting a bit more corporate but still great place to work,2021-06-19,Data Analyst,"Dublin, Dublin",2,2,2,"Great people, good perks ( you pay tax on most perks so be warned) , great office,","As an IC not much collaboration, every 6 months you need to reinvent your self via projects",
Meta,4.0,1,,goood,2021-07-29,Engineer,"London, England",0,0,0,good company great values I share,not that great with data,
Meta,5.0,0,more than 3 years,Awesome company,2021-04-29,Manager,"São Paulo, São Paulo",2,0,2,"Incredible culture, best team, strong mission",No negative points. These were the best years in my corporate career.,Keep Going!
Meta,4.0,1,,If you not an engineer you don't matter,2021-07-12,Market Specialist,"Dublin, Dublin",2,1,2,"Salary, colleagues, food, perks, training","Difficult to move internally, too much focus on impact",
Meta,5.0,1,less than 1 year,Great culture and team composition,2021-03-25,Critical Facility Engineer,Odense,2,2,2,"Extremely well composed teams due to the very thorough hiring process.
Great culture and perks that really makes your everyday life a bit easier.
Very attractive benefits and salary.","All the systems, communication platforms and procedures can be very overwhelming for new people.",
Meta,5.0,0,more than 3 years,People make the job - couldn't be happier with my time at Fb,2021-02-08,Partner Manager,"Dublin, Dublin",2,2,0,"The amount of talent at Fb is incredible. Besides that, they hire great people who genuinely care about what it is they do. If not for personal reasons, I'd still be at Fb for sure!","Due to its sheer size it can be difficult to navigate the organisation, from a career growth perspective as well as making the right connections for your career.",
Meta,5.0,1,less than 1 year,Design Engineer,2021-05-03,Data Center Design Engineer,"Dublin, Dublin",2,2,2,Best Firm to work. Excellent benefits for the whole family,Nothing to describe. Absolutely brilliant,N/A
Meta,5.0,0,more than 1 year,The best company I have worked!,2021-05-04,Client Solutions Manager,Singapore,2,2,2,Care employees so much with fair mechanism,High pressure from surrounding peers,
Meta,5.0,0,more than 1 year,Good Company,2021-05-10,Account Specialist,Singapore,2,0,2,Great place to work at.,Nothing bad during my tenure there.,
Meta,5.0,0,more than 1 year,best company i worked for,2021-05-03,Assistant Manager,Dubai,2,0,2,"everything, the benefits, the basic, the atmopshere",difficult to get a promotion,
Meta,4.0,1,,"Nice people, good comp, interesting work",2021-05-27,Site Reliability Manager,"Dublin, Dublin",2,1,2,"Decent wages, very kind to employees during the pandemic
Interesting work; Dublin office is a big center for infrastructure
Managers don't tell you what to do - you can choose important work of your own
Wonderful work space, with great amenities onsite","Contributing to degradation of civil society, occasional genocide.
Noisy open plan offices",Keep investing in community operations.
Meta,4.0,1,more than 1 year,Market Specialist Salary Facebook,2021-07-21,Market Specialist,"Dublin, Dublin",2,2,2,"Open culture, innovative products, workplace tool is great",Operations role is not great,
Meta,5.0,1,more than 3 years,Benefits & Independence,2021-04-05,Project Manager,Singapore,0,2,2,High performing environment but with great care for people.,Career growth is a path you need to chart on your own and most times it's not simple because the organization is quite flat.,
Meta,5.0,0,,Good,2021-05-06,Manager,"Dublin, Dublin",0,0,0,"Good team, nice bonuses, great management","No cons for me, everything is good",
Meta,5.0,1,more than 5 years,Great,2021-05-07,Client Partner,Amsterdam,2,2,2,"salary, culture, people, Personal development, global possibilities","growth opportunities
external perception 
local impact limited",
Meta,5.0,1,more than 1 year,Amazing Company,2021-03-14,Data Scientist,Singapore,2,2,2,"Best place to work, absolutely
Great Pay
Great Benefits
Great Culture
Great Team
Open to relocating you to any part of the world you want",Not allowed to work from home country - the only tech company to have this restriction,"Focus on public relations, media distorts our work to fit their narrative"
Meta,4.0,1,more than 1 year,It’s okay,2021-07-25,Technical Sourcer,"London, England",-1,1,1,"Well established processes, trained managers","Low impact, slow career growth.",
Meta,5.0,0,more than 3 years,Great company and great people,2021-04-07,Sourcer,"London, England",2,2,2,People are amazing and benefits are good,There are a lot of career growth opportunities but it is hard to stand out and promotions might be hard to get,
Meta,5.0,1,more than 8 years,Great,2021-04-15,Technical Sourcer,Zürich,2,1,1,Great work environment and exceptional salary. Potential of growth and inclusive work environment,being able to adapt to the change that is ongoing on the organization.,
Meta,3.0,0,,Mixed,2021-07-18,Security Manager,"London, England",2,1,1,Free Food and fun environment,"Poor management, secretive and cliquey",Live by the values
Meta,4.0,1,,Great place to work,2021-06-29,Senior Marketing Manager,"Gurgaon, Haryana",2,1,2,"Large Scale, People first, Community Management","Work Life balance
Marketing is still an evolving function",Think long term brand building and not short term project management
Meta,3.0,1,more than 1 year,"Benefit and pay is ok, but probably not worth the stress at work",2021-06-16,Product Manager,"London, England",-1,1,2,Working with a lot of very motivated engineers,Stress and bad work life balance,Can’t really improve work life balance if PSC process is not going to change
Meta,4.0,0,less than 1 year,Great team,2021-07-19,Content Strategist,"Dublin, Dublin",2,2,2,"Flexibility 
Great Team
Growth
Challenging work
Nice office",None that I can think of,
Meta,5.0,1,more than 3 years,Fantastic autonomy and scope for a data engineer,2021-02-12,Data Engineer,"London, England",2,2,2,"Excellent autonomy for ICs. Wide scope, lot of trust in employees. Good benefit.","Can be competitive and is certainly a difficult job. Easy to take your home with you, a lot of onus on you as an individual to make the job suit you and to choose the work that is most valuable.",
Meta,4.0,0,more than 1 year,It’s okay,2021-07-07,Assistant Manager,"London, England",2,1,1,"Nice amenities, snacks and hang areas.","I got lucky with a nice team, so it wasn’t too bad.",Keep going
Meta,3.0,1,more than 3 years,"Good growth opportunities if you're working on Engineering Org, not so great for the operations org",2021-06-14,Automation Developer,"Dublin, Dublin",2,2,1,"Great salary and compensation
Work-life balance",Operations and Trust & Safety org isn't given enough importance or credits,Value Technical skills of Ops team.
Meta,3.0,1,,Good,2021-07-21,Senior Manager,Singapore,2,1,2,Opportunities to develop in the company.,Very balance sheet oriented company.,
Meta,5.0,1,less than 1 year,Great company to work at,2021-04-18,Business Analyst,Singapore,0,0,0,Great company that focusses on employees' strengths and helps drive career growth.,No cons noticed so far.,
Meta,4.0,1,more than 3 years,FB Review,2021-07-13,Software Engineer,Tel Aviv-Yafo,2,2,0,"Great compensations
Great people 
Awesome School","Constant pressure
Not interesting project here in TLV (IMO)",
Meta,3.0,1,more than 10 years,Big Salary,2021-06-28,Senior Software Engineer,"London, England",2,1,0,"Huge salary and benefits
Well known company
High scale projects
Lots of freedom","Bad WLB
Chaotic, no project management
No team play, everything PSC driven",
Meta,2.0,1,more than 5 years,"Overrated, unstructured, chaotic",2021-01-15,Software Engineer,"London, England",-1,-1,1,"Competitive salary in the location, good perks.
Good internal tools.
Good Learning opportunities.
Smart people working.
Good facilities, while the offices were open.","Can't agree with some of the company values.
Also, what they advertise as company values, they don't actually adhere to.
Censorship, and toxic culture in general. You can't be open unless you support a particular side. People have been driven out by the toxic culture for having wrong opinions, unless they are able to suppress themselves. 
As engineers you will have to constantly look for what to work on, this adds extra responsibilities. There are very less product managers, program managers, etc., so all those responsibilities have to be taken by engineers.
Too fast paced, sometimes just for the sake of pace or 'impact'.
Unstructured environment, teams will continue recruiting more and more without having much clarity on what to work on.",
Meta,5.0,1,more than 1 year,Great company to work at!,2021-03-24,Partner Manager,Singapore,2,2,2,The work life balance is great,The sales team is short on people and turn over rate is fairly high,Showing support and care for the sales teams would help boost morale.
Meta,5.0,0,,Talented People and Great Perks,2021-03-31,Security Engineer,"London, England",0,2,0,Talented and down to earth colleagues and excellent perks offered by the company,Work-life balance can take a hit at times due to last minute incidents.,
Meta,5.0,0,more than 8 years,Great employer,2021-03-23,Learning Delivery Manager,"Dublin, Dublin",2,2,2,"Great employer, thoughtful HR processes (especially during COVID), amazing people and great perks (food, gym, parental leave etc)","It's now a huge machine, lots of processes and structure slowing things down (vs ""Move Fast"" culture).",
Meta,5.0,0,,great,2021-04-20,Analyst,Singapore,0,0,0,"worklife balance, pay, environment, people, product",sometimes very long hours from projects or due to deadlines,
Meta,4.0,0,,Good,2021-07-15,Facebook Software Engineer,"London, England",0,0,0,Great company to work for,Nothing specific to report re: cons,
Meta,5.0,1,more than 3 years,Challenging and interesting,2021-04-08,Market Specialist,"Dublin, Dublin",2,0,2,"Great company culture, lots of flexibility",Growing very fast so sometimes not enough processes are in place,
Meta,5.0,1,,Great,2021-04-25,Software Engineer,Tel Aviv-Yafo,2,2,2,Great company team selection process,"A lot of work, stressful sometimes",
Meta,5.0,1,,Awesome environment,2021-04-22,Senior Engineer,"Dublin, Dublin",0,0,0,"Super team, super environment, good benefits","Often pressurized, harsh deadlines & expectations",
Meta,5.0,1,less than 1 year,Great,2021-04-24,Finance,"London, England",2,0,-1,Staff work life balance benefits,None cons to add here,Nonee
Meta,5.0,1,,Great company for growth,2021-02-17,Market Specialist,"Dublin, Dublin",2,2,2,"Easy to move jobs within company
Equal opportunity employer
Great pay compared to other companies in the country",It is a corporate like any other corporate in the world - which means it can have politica,Increase benefits and salaries in Dublin as its low compared to other countries
Meta,5.0,1,,5 star,2021-04-16,Senior Software Engineer,Bangalore,2,2,2,good company ti work loved it,no cons for now its a good company,
Meta,4.0,0,more than 1 year,Worth the experience,2021-03-18,Program Manager,Singapore,-1,-1,0,"- Great policies and perks
- Your experience can be most awesome to really bad depending on your manager. Nonetheless, it's better than most of the companies
- Culture is open and lot of freedom
- Opportunity to showcase your work is plenty","- Policies are made keeping US employees in mind. 
- The team culture varies a lot with regions. APAC offices don't have the best culture compared to US
- It's like a rat race where everyone is trying to prove their worth every 6 months 
- Too much overlap and duplication of work between teams",
Meta,5.0,0,,Good overall,2021-04-17,Assistant Product Manager,Sydney,0,0,0,Very good culture for for PM,None xperienced during my my work,
Meta,5.0,0,more than 3 years,Experience at Facebook,2021-04-15,Software Development Engineer (SDE),Bangalore,2,2,2,You get to work for Facebook.,You miss out working for Google.,
Meta,5.0,1,,Great,2021-04-16,Creative Strategist,Singapore,0,0,0,It’s a great place to work.,I have no complaints working at FB,
Meta,5.0,1,,pros and cons,2021-04-16,Streamer,Bukit Mertajam,0,0,0,good nice and have love,not too good for kids,
Meta,1.0,1,,Job,2021-08-05,Sales Consultant,"Munich, Bavaria",0,0,0,"Flexibility, colleagues, remote work, good food, fun, good atmosphere, clarity","working hours, stress, pressure, company structure, office building, work space",
Meta,5.0,1,less than 1 year,good company,2021-04-01,Softwere Engineer,Mumbai,2,2,2,best for the freshers who want to in team,no cons for this company,do your best do be your best
Meta,5.0,0,less than 1 year,Good place,2021-04-07,AV Inspector,Tel Aviv-Yafo,2,0,0,"Many facilities, Great environment, great salary","Very ""American"" attitude, not allowed to think out of the box",
Meta,2.0,1,,Not enjoying it much,2021-06-14,Investigator,Singapore,-1,-1,1,Pays well and generous benefits,Very limited strategic leadership and direction.,Start hiring more experienced individuals as managers. Stop splitting operational management from personnel management
Meta,1.0,0,less than 1 year,"Agency-like environment, toxic workplace",2020-09-29,Recruiter,"London, England",-1,1,0,"Great salary and benefits, free food, great tools to do job","Working at Facebook wasn't a positive experience. You'll definitely meet some great people amongst your peers (lovely, smart people), but you'll almost certainly meet some awful managers too (at best, ineffectual & negative; at worst, toxic). The managers I experienced talked to the team disrespectfully, as if we were children, on a regular basis and always in a negative way, never encouraging. New people to the team were always shocked initially. The 'heightened candidate experience' that they insist on for hiring, is out the door once you're actually on board and I found it a cut-throat, toxic environment, where everyone is watching their back. 
They are very heavy on KPIs to an agency-level.
The scope of the job is also very narrow due to the size of the org, so you very quickly find yourself bored and although I undoubtedly was learning some new skills, I was losing some I valued that I had acquired in previous roles.
They don't live out the values they profess, or that are reflected in the benefits package, so you might find yourself unsupported through difficult, personal times and wondering if all the great benefits are worth feeling so demeaned. They're not.",Be more positive and respectful to your reports.
Meta,5.0,1,more than 3 years,Good Company,2021-04-06,Computer Programmer,Singapore,2,0,0,"Free meals, transportation. Good learning environment","Bad work culture, a bit competitive",Be more mindful of employees
Meta,4.0,0,,Good,2021-06-30,Software Engineer,"London, England",0,0,0,Community Integrity Social Food Salary,"Big company, so it is hard to make an impact",
Meta,5.0,1,more than 1 year,A great place to work,2021-03-31,Account Manager,"Dublin, Dublin",2,1,2,Career Opportunities / Diversity & Inclusion / Compensations & Benefits,Work/Life Balance / Senior Management / Policy,
Meta,4.0,1,more than 3 years,Great for L&D with demanding and stretching work,2021-05-26,Computer Programmer,"London, England",2,2,1,"L&D, Cooperative culture and everyday is a new day.",Management is constantly changing their mind about what they'd like to see on the website.,Try to be more consistent in your 6-12 month outlook.
Meta,5.0,1,more than 3 years,Great place to work overall,2021-03-17,Learning Consultant,"London, England",2,-1,2,"Competitive salary and benefits. Great people to work with, culture, focus on diversity and inclusion.","Work life balance can sometimes be challenging, high performing environment.",
Meta,5.0,0,,Good company to work for,2021-04-07,Managing Director,Singapore,0,0,0,"Great management, great colleagues, great environment",nothing much. apply for facebook!,
Meta,5.0,1,,Very good,2021-04-08,3D Artist,"London, England",2,2,2,yes facebook is a great place to work,no no no no no,
Meta,5.0,0,more than 3 years,Great Entry Level Position at facebook,2021-01-20,Market Specialist,"Dublin, Dublin",2,2,2,"- Culture, people, work environment
- Manager - employee relations, focus on growth and learning (very supportive)
- Freedom to choose projects
- Fast paced with a lot of room to have impact","- The position title (you actually do a job of a Project Manager)
- Salary - should be paid more (equal to Project Manager salary)
- Career paths limited within this department",
Meta,3.0,0,,Good experience,2021-06-30,Software Engineer,"Dublin, Dublin",0,0,0,"Great learning experience, good managers","Lots of pressure, sometimes there are tight deadlines",
Meta,4.0,0,less than 1 year,Great place,2021-06-21,Digital Project Manager,Sydney,2,1,1,Great minds and motivated to work,Long hours and lots of politics in company,
Meta,5.0,1,more than 1 year,Good company,2021-04-09,Operations Analyst,"Dublin, Dublin",2,2,2,Good Work and life balance,Paid less compared to engineering employees,
Meta,4.0,1,,Good for 2 to 3 years but to move up into another role is difficult,2021-05-30,Data Analyst,"Dublin, Dublin",0,0,0,"Benefits are great, inclusiveness makes for a good working environment",Movement between roles are difficult due to rules,
Meta,4.0,0,,Great Training,2021-06-21,Software Engineer Apprentice,"London, England",0,0,0,"great training, half learning half on site projects",18 months contract mandatory with no certainty of job after,
Meta,5.0,1,more than 3 years,Facebook Ireland,2021-03-07,Manager,"Dublin, Dublin",2,2,0,"- benefits for employees
- culture and international atmosphere 
- interesting dynamic environment - every day looks different","- it can be quite competitive
- struggling to find work-life balance some times during the year",
Meta,4.0,1,more than 1 year,"Good perks, intense performance cycle",2021-05-19,Software Engineer,"London, England",2,2,1,"- great benefits, but also depends on the location and role
- never ending stream of interesting work","- performance summary cycle can be intense
- lot of focus on direction setting and fast movement, less on high quality implementation",
Meta,5.0,0,more than 1 year,Great place to work,2021-01-26,Marketing Coordinator,Singapore,2,2,2,Great manager and people in general - very knowledgable and competent team members. Free meals & snacks in the office help save time and money!,"As a contingent/contract worker, I did not get access to the full benefits (but still on par with the industry standards). Full-time employees are very well taken care of.",
Meta,3.0,1,,good,2021-06-29,Analyst,Pune,0,0,0,good culture this one good senior,nothing at all good surrounding,
Meta,5.0,1,,Good company,2021-04-01,Software Development Engineer In Test (SDET),Bangalore,0,0,0,Money is too good pay for your work,Work load is very high,
Meta,2.0,1,more than 3 years,Dangerous Cult DNA,2020-10-24,Software Engineering Manager,Tel Aviv-Yafo,-1,2,2,Most skillful engineers in the country,"In my position I had a lot of influence in hiring and terminating employees. I have being exposed to dubious decisions in that area by upper management, actions taken without good-heart and with conflicts of interest. This behavior could only thrive in our Cult-like company where truly speaking out your mind could hurt your career. Quite ironically, the values of giving constant feedback are encouraged in Facebook, but in reality, employees are afraid of giving negative feedback as they know the potential devastating consequences of doing so. Negative feedback will be given about technical decisions and ideas but not about managerial decisions or the human resource department from fear of upsetting the wrong people.","Get more involved in what is actually happening in your offices. Teaching a certain set of company values in Facebook bootcamp is step one, but it must be followed through with understanding why those values aren't implemented in the day to day life in the office."
Meta,4.0,1,more than 1 year,Great career opportunity,2021-01-14,Analyst,"London, England",2,1,2,"Facebook is Facebook and you get yourself amazing branding stamp in the CV. 
There are a lot of smart people you can work with.
Huge range of projects and opportunities. 
Free food in the office is a huge plus.","Low compensation compared to competitors.
Long working hours - it can be difficult to balance work-life. 
Constant pressure.
Not everyone is hard working and if you end up with lazy, non responsive people on the project you won't have a great time.","Levels are not assigned consistently throughout organization. E.g. people with 5-10 years of experience who just join the company might get IC3, where someone who has 3 years of experience (joined facebook just after graduating) within the company will be at the same level."
Meta,5.0,1,more than 3 years,Nice,2021-04-03,Software Engineer,Hong Kong,2,2,2,enough money and room to develp,the food is not free as us,
Meta,4.0,1,more than 5 years,Great place to work at,2021-06-04,Software Engineer,"London, England",2,2,2,"- challenging work
- engineers take ownership of work
- have a lot of influence over team/org direction","- company getting big now
- alignments take time",
Meta,3.0,1,more than 1 year,Good Place to Work,2021-06-24,Software Engineer,"London, England",0,0,0,Move fast culture is nice.,very career progression oriented for everyone.,
Meta,3.0,1,more than 1 year,Amazing,2021-06-28,Customer Service Representative,"Dublin, Dublin",0,0,0,Amazing place to work always,Fast paced place to work,
Meta,3.0,0,more than 3 years,Pros and Cons,2021-04-15,Design Lead,"London, England",-1,-1,-1,"- Good benefits
- Flexible working lifestyle","- If you don't negotiate salary before starting, it's very hard to get a promotion or salary increase as everyone is pitted against each other on performance.
- Political; shocking how people go up the ladder based on no merit. Senior managers don't care about their team as long as they look good. It was a sad reality check.",
Meta,4.0,1,more than 3 years,Still a great place working remotely,2020-09-07,Software Engineer,"London, England",2,2,2,"- Autonomy. This can be scary at first. You're in charge of your own destiny and nobody will tell you what to do. That doesn't mean your manager isn't there to help you figure this out.
- People. Access to some of the smartest people in the business.
- Access. You can dogfood unreleased Oculus hardware, play with apps only available in other countries. Everyone is keen to get feedback, so you can actually shape their roadmaps.","- Transparency is waning. There have been so many leaks that the weekly Q&As are less transparent these days, which is a shame because we need it more than ever.
- External cynicism. Most of the reporting out there even from otherwise reputable media organisations is piss-poor and just full of empty rhetoric. That's not only annoying when you work here but bad for the world because this company DOES need to be held to account by the public and you can't do this when everybody is screaming about the equivalent of Hilary's emails.",Be bold. Take a real stance against racism and fascism.
Meta,5.0,1,,The best company I have worked for!,2021-02-10,IT Recruiter,"London, England",2,2,2,"Benefits, perks, flexibility, freedom to do your own thing. Everyone's super nice and you have the opportunities to work with and learn from some seriously talented individuals.",The performance review process can be very stressful.,
Meta,5.0,1,,Great,2021-04-01,Software Engineer,Sydney,0,2,0,"Great benefits, great pay, work life balance",No cons that comes to mind,
Meta,1.0,1,more than 3 years,Bad policy team,2021-06-25,Policy Manager,New Delhi,-1,2,2,Teams outside india are far better,"Lots of politics , HR is useless . No growth & those in leadership positions have no understanding of reality","Don’t hire stooges , gets leaders within a spine and ear to the ground"
Meta,4.0,1,,not moving so fast but still a good company and have the best welfare,2021-06-04,Head of Business Development,Singapore,2,1,2,welfare benifit balance culture autonomy managers,"not fast enough
privacy concerning 
legal concern 
not direct",
Meta,3.0,0,less than 1 year,awesome culture,2021-05-04,Software Engineer,Hyderābād,2,2,2,"love how mark has brought up the company and have been a fan of fb ever since 2003. great salary, management, team and seniors. you feel really motivated to work there",work life balance can be a little on and off. though management will be really understanding,
Meta,4.0,1,more than 3 years,Sure,2021-05-27,Senior Software Engineer,"London, England",2,0,0,Lots of technical challenges due to the insane scale,"Company is shifting away from a high amount of individual agency. Lots of new ""middle-management"" which causes a lot of XFN & alignment overhead.",
